timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP,TEHRIPSP_P
11,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,2.6857,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.7167,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
12,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,2.6857,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.7167,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
13,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,2.6857,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.7167,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
14,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,2.6857,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.7167,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
15,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,1.7047,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
16,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,1.7047,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
17,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,1.7047,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
18,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,1.7047,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
19,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,1.7047,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
20,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,1.7047,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
21,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
22,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,2.0145,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
23,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,1.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,1.3432,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
24,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4165,0.0900,0.6718,0.0000,0.0000,0.0000,4.7406,7.0262,9.3797,4.5634,7.3142,1.3432,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
25,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2914,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4165,0.0900,0.6718,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,1.3432,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
26,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,2.9564,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2914,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4165,0.0900,0.6718,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,1.3432,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
27,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2914,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4165,0.0900,0.6718,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,0.6713,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
28,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2914,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4165,0.0900,0.6718,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,0.6713,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
29,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,0.0900,0.6718,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,0.6713,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
30,71EnNDMC2025/08/09,NDMC,0.0000,0.0000,0.0000,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0870,0.0000,0.0000,0.0000,0.0000,0.0000,5.3824,12.0944,0.0000,22.2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3090,0.0000,0.0000,0.0000,1.5987,3.4449,3.4542,0.0000,5.0733,0.4243,1.3860,0.6867,0.0000,0.0000,0.0000,4.7173,7.0262,9.3797,4.5634,7.3142,0.6713,1.3407,0.0000,2.0750,0.0000,0.0000,3.0017,7.4252,0.0000,0.0000,0.0000,0.0000,0.0000,2.1497,0.0000,4.0240,2.5828,3.1293,3.9063,2.8286,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,70.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3876,2.4564,0.0000,6.9616,1.1421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1098,4.6852,3.2452,2.8992,0.0000,0.0000
