timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP,TEHRIPSP_P
11,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,155.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.0384,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.6081,0.0000,3.6939,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0731,10.1400,0.0000,0.0000,200.0000,5.4400,10.6400,0.0000,0.0000,0.0000,0.0000,0.0000,7.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
12,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.0384,8.1843,14.0606,45.4984,0.0000,12.2627,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.6081,0.0000,3.6939,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0731,10.1400,0.0000,0.0000,200.0000,5.4400,10.6400,0.0000,0.0000,0.0000,0.0000,0.0000,7.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
13,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.2627,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.2186,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.9100,0.0000,0.0000,200.0000,5.2500,10.4100,0.0000,0.0000,0.0000,0.0000,0.0000,7.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
14,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.2627,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.2186,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.9100,0.0000,0.0000,200.0000,5.2500,10.4100,0.0000,0.0000,0.0000,0.0000,0.0000,7.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
15,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.2627,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.2186,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.9100,0.0000,0.0000,200.0000,5.2500,10.4100,0.0000,0.0000,0.0000,0.0000,0.0000,7.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
16,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.2627,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.2186,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.9100,0.0000,0.0000,200.0000,5.2500,10.4100,0.0000,0.0000,0.0000,0.0000,0.0000,7.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
17,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.2627,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.2186,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,200.0000,5.0700,10.2500,0.0000,0.0000,0.0000,0.0000,0.0000,7.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
18,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.0133,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.2627,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,17.2186,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,200.0000,5.0700,10.2500,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
19,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,366.6287,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,200.0000,5.0700,10.2500,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
20,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3335,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.0590,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,200.0000,5.0700,10.2500,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
21,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,3.1447,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,200.0000,4.8800,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
22,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,3.1447,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,200.0000,4.8800,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
23,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,3.1447,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,1.0600,4.8800,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
24,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,3.1447,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,3.5600,4.8800,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
25,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,3.1447,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,6.1900,4.6900,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,1.0000,17.5000,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
26,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,3.1447,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,9.2700,4.6900,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,2.0000,17.5000,0.0000,0.0000,1.1000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
27,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.1032,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,13.2400,4.6900,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,3.0000,17.5000,0.0000,0.0000,0.6600,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
28,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,21.9558,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.0074,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,11.2300,14.9856,16.8265,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.6700,0.0000,0.0000,18.0000,4.6900,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,7.0000,17.5000,0.0000,0.0000,0.9800,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
29,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,13.0548,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.0074,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,8.4231,14.9856,16.8265,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.5200,0.0000,0.0000,23.4900,5.0700,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,13.0000,17.3200,0.0000,0.0000,1.4000,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
30,69EnNDPL2025/06/16,NDPL,0.0000,0.0000,0.0000,0.0000,8.9010,0.0000,0.0000,0.0000,38.8446,0.0000,13.0548,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,69.6000,0.0000,0.0000,70.5300,0.0000,150.4400,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,28.9748,37.0890,0.0000,64.2393,43.6848,6.4508,13.1887,8.1843,14.0606,45.4984,0.0000,12.0074,19.3595,18.3689,0.0000,7.0897,2.7259,0.0000,0.0000,6.0711,0.0000,0.0000,0.0000,15.6906,4.5100,0.0000,0.0000,0.0000,15.4106,9.8033,12.9316,12.1468,8.9339,8.4231,14.9856,16.8265,0.0000,2.9483,4.0007,0.0000,0.0000,0.0000,195.7500,0.0000,1.0203,9.5200,0.0000,0.0000,29.9600,5.0700,10.0300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6128,0.0000,0.0000,0.0000,0.0000,17.0000,17.3200,0.0000,0.0000,2.0500,0.0000,11.6274,0.0000,0.0000,5.9228,0.0000,0.0000
