timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP,TEHRIPSP_P
11,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.7488,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,6.2250,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.7338,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.6000,0.0000,0.0000,200.0000,7.9600,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,21.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
12,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.7488,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,6.2250,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.7338,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.6000,0.0000,0.0000,200.0000,7.9600,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,21.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
13,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,7.9093,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.7338,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.5200,0.0000,0.0000,200.0000,7.5000,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,21.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
14,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,7.9093,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.7338,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.5200,0.0000,0.0000,200.0000,7.5000,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,21.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
15,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,7.9093,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.7338,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.5200,0.0000,0.0000,200.0000,7.5000,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
16,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,7.9093,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.7338,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.5200,0.0000,0.0000,200.0000,7.5000,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.3300,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
17,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,193.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,7.9093,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.5200,0.0000,0.0000,200.0000,7.0300,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
18,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,231.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,7.9093,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.5200,0.0000,0.0000,200.0000,7.0300,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,20.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
19,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,273.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.6979,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.4500,0.0000,0.0000,200.0000,7.0300,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,23.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
20,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,273.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3499,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,9.5300,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.6979,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.4500,0.0000,0.0000,200.0000,7.0300,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,18.0500,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
21,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,231.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,7.1499,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.4709,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.4500,0.0000,0.0000,200.0000,6.7500,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,22.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
22,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,193.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.1421,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,4.7843,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.4709,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.4500,0.0000,0.0000,200.0000,6.7500,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,22.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
23,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,4.7843,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.4709,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.4500,0.0000,0.0000,0.5500,6.7500,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
24,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,2.3825,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.4709,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.4500,0.0000,0.0000,1.7800,6.7500,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,21.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
25,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,0.0000,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.4709,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.2800,0.0000,0.0000,2.9800,6.3700,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,23.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,1.0000,17.5000,0.0000,0.0000,100.0000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
26,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,0.0000,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.4709,0.0000,0.0000,0.0000,14.9013,9.0968,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,6.0010,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.2800,0.0000,0.0000,4.5100,6.3700,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,24.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,2.0000,17.5000,0.0000,0.0000,1.1000,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
27,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,0.0000,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.3819,0.0000,0.0000,0.0000,14.9013,8.6832,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.2800,0.0000,0.0000,6.7300,6.3700,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,25.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,3.0000,17.5000,0.0000,0.0000,2.3300,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
28,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,62.1270,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.8446,20.0277,18.8709,0.0000,0.0000,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.3819,0.0000,0.0000,0.0000,14.9013,8.6832,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.2800,0.0000,0.0000,9.6400,6.3700,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,7.0000,17.5000,0.0000,0.0000,3.2600,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
29,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,63.8528,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.7488,20.0277,18.8709,0.0000,0.0000,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.1089,0.0000,0.0000,0.0000,14.9013,8.6832,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.2800,0.0000,0.0000,12.5100,5.9900,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,25.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,13.0000,17.3200,0.0000,0.0000,2.2800,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
30,72EnNDPL2025/06/23,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,22.5492,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,46.9929,0.0000,65.2500,0.0000,0.0000,70.4600,0.0000,150.2800,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,9.3956,0.0000,0.0000,6.3814,25.8251,37.0890,0.0000,63.8528,44.3403,6.4508,13.1887,8.1843,13.9686,45.4984,0.0000,12.7488,20.0277,18.8709,0.0000,0.0000,2.7259,0.0000,0.0000,6.1702,0.0000,0.0000,0.0000,15.8079,9.1089,0.0000,0.0000,0.0000,14.9013,8.6832,12.9316,12.1468,8.9339,11.2300,14.8275,15.0672,0.0000,3.6540,4.0007,0.0000,0.0000,0.0000,204.4500,0.0000,1.0203,10.2800,0.0000,0.0000,15.2600,5.9900,10.7100,0.0000,0.0000,0.0000,0.0000,0.0000,26.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4924,0.0000,0.0000,0.0000,0.0000,17.0000,17.3200,0.0000,0.0000,3.1500,0.0000,11.6274,0.0000,0.0000,6.0618,0.0000,0.0000
